JULDAY,TIME,D0cm,D2.5cm,D5cm,D10cm,D15cm,D20cm,D30cm,D50cm,D100cm,D200cm,Tair,Tair_mammals
227,540,30.76423836,30.0025177,29.35667801,28.39184761,27.73253059,27.27929688,26.75326157,26.01898956,22.67250824,15.49166775,26.27755737,28.19626999
227,600,32.76051331,31.37150764,30.78431892,29.41951752,28.46365547,27.76160812,26.89788437,25.9631424,22.66689873,15.49166775,28.90905762,30.55716324
227,660,33.81466675,32.86944199,31.99688339,30.4938488,29.30375671,28.38021469,27.16128159,25.93638039,22.6605854,15.49166775,31.1583252,32.29573441
227,720,34.82113647,33.85063553,32.9473381,31.37911987,30.08254242,29.02469826,27.51342583,25.94555664,22.65428352,15.49166775,32.66851807,33.59141541
227,780,35.76469803,34.77315521,33.84997559,32.20561218,30.81352997,29.64844513,27.90868378,25.99219322,22.64874268,15.49166775,33.20001221,34.29957962
227,840,36.30243301,35.3948555,34.52562714,32.90826035,31.48104477,30.24693871,28.32329941,26.07402611,22.64470673,15.49166775,32.66851807,34.2261467
227,900,36.27396393,35.54543686,34.81026077,33.35676193,31.99529839,30.76367569,28.73294449,26.18684769,22.64279175,15.49166775,31.1583252,33.35057449
227,960,35.69049072,35.19242096,34.64955902,33.47301102,32.2779808,31.13122177,29.10139656,26.32383728,22.64352226,15.49166775,28.9090271,31.81448936
227,1020,34.53812408,34.32783127,34.02911758,33.22792816,32.28741455,31.30232048,29.39004707,26.47515297,22.64721298,15.49166775,26.27755737,29.8159256
227,1080,32.96597672,33.04069519,32.9969635,32.6220665,32.00193405,31.24539566,29.56556129,26.62867737,22.65393829,15.49166775,23.68136597,27.65747833
227,1140,31.49094963,31.71080399,31.82819939,31.78925514,31.47424889,30.96798325,29.60580444,26.77117348,22.66349792,15.49166775,22.25076294,26.20695877
227,1200,30.4661541,30.69310379,30.85459137,30.97646141,30.86189651,30.55509377,29.51670456,26.89047813,22.67544937,15.49166775,21.65304565,25.4255352
227,1260,29.7290554,29.95254707,30.12327576,30.30776596,30.29690552,30.11561203,29.33739281,26.97865105,22.68914413,15.49166775,21.20111084,24.85070992
227,1320,29.14164925,29.35900116,29.53184319,29.74835587,29.79891777,29.69919777,29.11333847,27.03352165,22.70386887,15.49166775,20.85940552,24.40305519
227,1380,28.65353966,28.8626194,29.03489304,29.26862144,29.35863686,29.31520271,28.87360764,27.05702782,22.71891785,15.49166775,20.6010437,24.04561615
258,0,22.90136719,22.64100838,23.05517387,23.25390244,23.41088486,23.46645737,23.31634712,22.2808857,19.59506226,15.49166775,16.56387329,19.27421951
258,60,22.37403488,22.55345535,22.71206665,22.96481133,23.12971497,23.20928001,23.13074112,22.26739883,19.60780525,15.49166775,16.41036987,18.95944023
258,120,22.15037727,22.3179245,22.46792412,22.71322823,22.88285446,22.97756386,22.95382881,22.23783112,19.61971664,15.49166775,16.29232788,18.79488182
258,180,22.41211128,21.77158356,22.35025406,22.48799133,22.66635704,22.76993179,22.78731537,22.19542885,19.63052559,15.49166775,16.20159912,18.8532753
258,240,21.79918098,21.94564438,22.07913971,22.30531502,22.4737854,22.58366585,22.63167953,22.14308739,19.64004135,15.49166775,16.13186646,18.5496273
258,300,21.67079926,21.80420494,21.92734146,22.1402874,22.30397606,22.41621017,22.48664665,22.08325768,19.64812469,15.49166775,16.07824707,18.4633255
258,360,22.10025597,21.33723068,21.91870308,21.99889374,22.15912437,22.2675972,22.35202217,22.01802444,19.6546917,15.49166775,16.04544067,18.62935448
258,420,22.19642258,22.08338737,22.02492905,22.02392769,22.0854435,22.15494156,22.23013878,21.94919968,19.65970993,15.49166775,17.18414307,19.32455826
258,480,23.41645241,23.03448486,22.7475872,22.40308762,22.24044991,22.17230606,22.14395332,21.87940025,19.66316032,15.49166775,19.26885986,21.0411911
258,540,24.71357727,24.58301544,23.79116821,23.12298393,22.66348457,22.38630295,22.13718605,21.81459618,19.66514015,15.49166775,21.93881226,23.12529564
258,600,26.71091652,25.87362289,25.16203499,24.07144356,23.31452751,22.79639626,22.24109268,21.76400566,19.66586494,15.49166775,24.73181152,25.57863045
258,660,28.02601242,27.17603493,26.40281487,25.09864807,24.10142708,23.35947418,22.46294975,21.73753738,19.66576958,15.49166775,27.16452026,27.53337669
258,720,29.05302238,28.16627312,27.35528564,25.96782303,24.85077286,23.96685982,22.77900696,21.74297714,19.66544914,15.49166775,28.81585693,28.9175396
258,780,30.16573524,28.92792702,28.28339767,26.7765255,25.56213951,24.56574631,23.1459446,21.78314018,19.66561127,15.49166775,29.3999939,29.72829247
258,840,30.45470619,29.65308762,28.88250542,27.45396805,26.20498466,25.14115143,23.53777313,21.8568573,19.6669426,15.49166775,28.81585693,29.51832771
258,900,30.34341049,29.73113632,29.10746384,27.85846329,26.68546677,25.63049507,23.92629623,21.96053314,19.67005157,15.49166775,27.16452026,28.52679634
258,960,29.63748169,29.27679634,28.86015892,27.91226959,26.92203522,25.96309853,24.27217102,22.08751297,19.67543793,15.49166775,24.73181152,26.83360481
258,1020,28.40775871,28.33071709,28.15918732,27.59686852,26.87464523,26.08993721,24.53432846,22.2278347,19.6833992,15.49166775,21.93881226,24.70974922
258,1080,26.86727524,27.0451622,27.10935593,26.95232582,26.54479599,25.99057007,24.68002892,22.36917686,19.69399834,15.49166775,19.26885986,22.52286339
258,1140,25.71489143,25.94314575,26.08731651,26.17207909,26.02094078,25.69392014,24.69344521,22.4985218,19.70703506,15.49166775,18.37265015,21.51623726
258,1200,24.9435463,25.16539383,25.33338356,25.51038933,25.49472427,25.31785774,24.59423447,22.6048584,19.7220726,15.49166775,17.80084229,20.85830498
258,1260,24.3541832,24.57208443,24.74610138,24.96663094,25.02642632,24.94441223,24.42900467,22.68251801,19.73850822,15.49166775,17.36129761,20.35395432
258,1320,23.8734436,24.08909607,24.26273537,24.50749207,24.61427498,24.59585953,24.2345314,22.73102379,19.75570297,15.49166775,17.02337646,19.95425415
258,1380,23.67229271,23.52642441,23.89383125,24.10800171,24.24945259,24.27565956,24.03140831,22.75280952,19.7730751,15.49166775,16.76358032,19.71888351
288,0,15.02022266,15.21204567,15.38411713,15.66854858,15.8747139,16.00713348,16.07236862,15.65125561,14.73579502,15.49166775,10.50149536,12.43401337
288,60,14.75163651,15.04156399,15.14960575,15.44664001,15.66192532,15.81315041,15.93468285,15.65015697,14.76178551,15.49166775,10.33520508,12.2230835
288,120,14.64030552,14.8144989,14.97511292,15.25411987,15.47498989,15.6386013,15.80391216,15.63665104,14.78683472,15.49166775,10.20339966,12.09913731
288,180,14.49499607,14.66111946,14.81561947,15.08837795,15.31062031,15.48242855,15.68116379,15.61322403,14.81074905,15.49166775,10.09893799,11.97634029
288,240,14.7969017,14.20265198,14.76409912,14.93690681,15.16615772,15.34256649,15.56674862,15.58206654,14.83338833,15.49166775,10.01617432,12.05689812
288,300,14.26493931,14.41633892,14.55912399,14.81748104,15.03708935,15.21711063,15.46043873,15.54506016,14.85465431,15.49166775,9.950561523,11.7911396
288,360,14.17870045,14.32174397,14.45779324,14.70721149,14.92322731,15.10433006,15.36178112,15.50377178,14.87448978,15.49166775,9.898590088,11.72421837
288,420,14.80038357,14.1356535,14.58195114,14.65888119,14.84356117,15.00940609,15.27093887,15.4595108,14.89286423,15.49166775,10.10400391,12.10864353
288,480,15.29025364,15.08324432,14.95171452,14.86182308,14.89549065,14.98360062,15.19826984,15.4137764,14.90979767,15.49166775,11.80206299,13.29207706
288,540,16.68694305,16.22044563,15.86168575,15.41128635,15.19272137,15.11348724,15.17622375,15.3700428,14.92533302,15.49166775,14.47833252,15.42245293
288,600,18.71533394,17.18637657,17.11986542,16.22038078,15.72995853,15.43454266,15.24395275,15.33522892,14.93962002,15.49166775,17.56335449,18.05615616
288,660,19.44679642,18.7593708,18.14240837,17.13615227,16.40907097,15.90888882,15.4185524,15.3183403,14.95296288,15.49166775,20.40093994,19.99246979
288,720,20.41610146,19.68396568,19.02457047,17.92559052,17.07660675,16.43947411,15.68340778,15.32717323,14.9658308,15.49166775,22.3873291,21.54219627
288,780,21.26413345,20.5237236,19.84486961,18.66867447,17.7199688,16.974123,16.00158882,15.36533737,14.9787941,15.49166775,23.10003662,22.31292534
288,840,21.66390419,21.01214218,20.40732193,19.27328491,18.29911423,17.49092102,16.34814453,15.43276882,14.99244404,15.49166775,22.3873291,22.0772438
288,900,21.44980049,21.09637451,20.56217384,19.61686707,18.71886063,17.92424774,16.69373322,15.52677441,15.00732517,15.49166775,20.40093994,20.85041809
288,960,20.59852219,20.64895248,20.25063133,19.62623596,18.90857315,18.21010971,16.99972916,15.64147186,15.02387333,15.49166775,17.56335449,18.86374664
288,1020,19.4745388,19.55050659,19.5300045,19.25961685,18.81516457,18.29405594,17.22587013,15.76773643,15.04235172,15.49166775,14.47833252,16.61842918
288,1080,18.28111649,18.48967171,18.61504555,18.64942169,18.47450256,18.16559029,17.33954811,15.89396286,15.06281662,15.49166775,12.93505859,15.22449398
288,1140,17.18886566,17.92443657,17.80587769,18.04741096,18.04176331,17.90280914,17.33762169,16.00834274,15.08507824,15.49166775,12.26379395,14.37246799
288,1200,16.9240799,17.14035225,17.31658936,17.55068398,17.6400032,17.6064415,17.2522831,16.10239792,15.10875797,15.49166775,11.73181152,13.95438385
288,1260,16.48666763,16.6996479,16.8801384,17.14438629,17.28706169,17.3219471,17.12316513,16.17280197,15.13336277,15.49166775,11.3102417,13.52553368
288,1320,16.49198532,16.05591393,16.59127808,16.79332352,16.97713661,17.05868721,16.97607422,16.21999168,15.15839291,15.49166775,10.97613525,13.33615303
288,1380,15.82368565,16.02798462,16.20898056,16.50081444,16.70161247,16.81774712,16.82458496,16.24624825,15.18338966,15.49166775,10.71133423,12.89821815
319,0,7.124159336,6.358635902,7.06896019,7.272317886,7.548624516,7.762300014,8.051742554,8.262355804,9.234819412,15.49166775,3.282470703,4.925439835
319,60,6.433925629,6.624013901,6.802731514,7.125010014,7.399704933,7.628654003,7.961135387,8.276434898,9.277820587,15.49166775,3.107116699,4.529255867
319,120,6.314933777,6.498666286,6.672945499,6.992037773,7.270579815,7.509384155,7.875750542,8.281414986,9.319716454,15.49166775,2.96661377,4.397314072
319,180,6.550640583,6.136877537,6.631222725,6.872871876,7.15885973,7.403819561,7.79638958,8.279093742,9.36038208,15.49166775,2.854003906,4.432836533
319,240,6.133708477,6.305753708,6.471197605,6.78092289,7.060802937,7.310592651,7.723298073,8.271066666,9.399726868,15.49166775,2.763793945,4.202447414
319,300,6.063950539,6.232352257,6.392570972,6.697123051,6.975772858,7.228214264,7.656341076,8.258706093,9.437689781,15.49166775,2.691497803,4.130236149
319,360,6.067909241,6.134280682,6.340296268,6.625555515,6.902255058,7.155595303,7.595214844,8.24316597,9.474239349,15.49166775,2.633575439,4.098074913
319,420,5.999788761,6.145492554,6.290060997,6.572897434,6.841677189,7.093122959,7.539828777,8.225406647,9.509367943,15.49166775,2.547607422,4.020842552
319,480,6.52063179,6.484534264,6.498146534,6.631640434,6.83151722,7.053246498,7.491748333,8.206300735,9.54309082,15.49166775,3.97946167,5.064748764
319,540,7.27722168,7.603506088,7.086393833,6.999459267,7.005499363,7.114545822,7.469039917,8.18738842,9.575461388,15.49166775,6.621704102,6.901878834
319,600,8.997447968,8.514408112,8.135991096,7.64745903,7.410604477,7.340772629,7.509179115,8.173031807,9.606578827,15.49166775,9.855804443,9.488652229
319,660,10.08263016,9.574282646,9.126872063,8.431613922,7.979913235,7.723354816,7.639465332,8.170479774,9.636634827,15.49166775,12.92468262,11.70808697
319,720,10.65402412,10.60338783,9.837490082,9.116800308,8.548363686,8.169131279,7.853641987,8.187177658,9.665958405,15.49166775,15.10992432,13.19953346
319,780,11.68102932,11.12017632,10.61297417,9.75825119,9.103097916,8.625123024,8.119607925,8.227232933,9.69499588,15.49166775,15.8999939,14.09118557
319,840,12.04558659,11.56641865,11.11070633,10.28676319,9.604866028,9.069890022,8.414577484,8.291357994,9.724225044,15.49166775,15.10992432,13.79644108
319,900,12.27342701,11.19035435,11.31561279,10.5684557,9.968980789,9.445832253,8.712316513,8.37780571,9.754094124,15.49166775,12.92468262,12.6455946
319,960,11.01505661,10.97691154,10.8735857,10.52578068,10.10267162,9.680040359,8.975689888,8.481831551,9.784963608,15.49166775,9.855804443,10.35247707
319,1020,9.892658234,10.0722599,10.16779041,10.1546278,9.978608131,9.724123001,9.163901329,8.595299721,9.817060471,15.49166775,6.621704102,8.022799492
319,1080,9.540307999,8.957568169,9.557131767,9.640530586,9.675821304,9.594621658,9.251138687,8.707788467,9.850422859,15.49166775,5.733764648,7.363907814
319,1140,8.573642731,8.790063858,8.970543861,9.22637558,9.358254433,9.391115189,9.24711895,8.809535027,9.884912491,15.49166775,5.071350098,6.570859909
319,1200,8.190105438,8.40598774,8.593754768,8.886236191,9.077068329,9.181371689,9.187325478,8.894737244,9.920219421,15.49166775,4.540527344,6.102744579
319,1260,8.480313301,7.640406609,8.409849167,8.593466759,8.832255363,8.983710289,9.100500107,8.961760521,9.955967903,15.49166775,4.115203857,5.983285427
319,1320,7.63142252,7.843141079,8.035520554,8.362443924,8.615665436,8.802057266,9.003084183,9.011416435,9.991796494,15.49166775,3.774383545,5.42466116
319,1380,7.418029785,7.626842499,7.819161415,8.154115677,8.424941063,8.636525154,8.903544426,9.045565605,10.02737331,15.49166775,3.501281738,5.176728249
349,0,1.630277634,1.828150153,2.014528275,2.352719069,2.646185637,2.898251534,3.293150425,3.811772346,5.776025772,15.49166775,-0.958404541,0.14869304
349,60,1.551200509,1.681093454,1.899840355,2.231397867,2.533132315,2.797805786,3.22919631,3.835482836,5.831514359,15.49166775,-1.150817871,0.004284687
349,120,1.418669701,1.607228279,1.78809464,2.125990391,2.43143177,2.705481768,3.167207718,3.852576494,5.887630463,15.49166775,-1.30770874,-0.142661065
349,180,1.338827014,1.522912979,1.700595498,2.035964727,2.343730927,2.624415874,3.110099792,3.863560438,5.942352772,15.49166775,-1.43560791,-0.250500798
349,240,1.309541583,1.424580574,1.634597063,1.95878458,2.268158197,2.553481817,3.058093786,3.86973238,5.995616913,15.49166775,-1.539886475,-0.323234081
349,300,1.220716119,1.396440148,1.567754984,1.896370649,2.205013514,2.493502617,3.012585402,3.872179031,6.04569006,15.49166775,-1.62487793,-0.410349309
349,360,1.176568389,1.348342299,1.516494393,1.841143131,2.148920298,2.43944025,2.970245123,3.871987343,6.095991611,15.49166775,-1.69418335,-0.469477713
349,420,1.213315487,1.26733005,1.49092865,1.795284152,2.101687193,2.392792463,2.9324646,3.869813681,6.144777298,15.49166775,-1.750701904,-0.486359984
349,480,1.473627806,1.519931912,1.597843647,1.821914911,2.08606863,2.361260653,2.900777102,3.866461992,6.190523624,15.49166775,-1.300079346,-0.115922898
349,540,2.370857,2.19735384,2.100221872,2.082731009,2.203765392,2.398016453,2.884504557,3.862733841,6.236429691,15.49166775,1.079467773,1.631254435
349,600,4.022565842,2.86111784,3.026011705,2.616928339,2.529772758,2.573868275,2.915590525,3.861828804,6.28098917,15.49166775,4.49017334,4.290204525
349,660,4.633678436,4.208668709,3.846352339,3.318636894,3.019070864,2.895323515,3.022776365,3.869664431,6.324355602,15.49166775,7.973846436,6.544238567
349,720,5.487351894,5.007852554,4.596971989,3.963829756,3.542442322,3.294310093,3.207794905,3.892990112,6.366783142,15.49166775,10.55187988,8.380549431
349,780,5.887417316,5.966397762,5.226284504,4.587172508,4.06489563,3.717712402,3.447269678,3.93629241,6.408652782,15.49166775,11.5,9.093700409
349,840,6.458829403,6.085359097,5.725293636,5.068744183,4.534388065,4.133918285,3.719530821,4.001106739,6.450377464,15.49166775,10.55187988,8.797452927
349,900,6.181376457,5.988746166,5.770468712,5.296935558,4.849642277,4.473024845,3.994918346,4.086265564,6.492351055,15.49166775,7.973846436,7.205704689
349,960,5.698080063,5.168162346,5.463703156,5.208661556,4.94792366,4.672252655,4.234401226,4.187194824,6.534901619,15.49166775,4.49017334,5.00769043
349,1020,4.450095654,4.644399166,4.772521019,4.863649368,4.815618992,4.696222782,4.401265144,4.296098709,6.578233242,15.49166775,2.351806641,3.250597239
349,1080,3.835898399,4.046905041,4.219529629,4.452159882,4.561628342,4.583666325,4.477959633,4.403466702,6.62238884,15.49166775,1.547821045,2.527684689
349,1140,3.807453632,3.361624956,3.908838987,4.114880085,4.311222076,4.422156811,4.48034811,4.501133442,6.667242527,15.49166775,0.892364502,2.140462399
349,1200,3.131641626,3.345529079,3.53703928,3.854115486,4.090835571,4.259567738,4.439527512,4.584690571,6.712542534,15.49166775,0.358001709,1.545270085
349,1260,2.889117241,3.102214098,3.296969175,3.632061958,3.89942503,4.107415199,4.378128529,4.653081417,6.757981777,15.49166775,-0.077636719,1.192008257
349,1320,2.985323668,2.67152071,3.156362295,3.438193798,3.732151508,3.96813798,4.308716774,4.707093239,6.803266525,15.49166775,-0.432800293,1.029681921
349,1380,2.518533468,2.728464842,2.925516605,3.279966116,3.583946705,3.841787815,4.237722874,4.748301029,6.848134518,15.49166775,-0.722351074,0.663985014
